incidentnum,incidentname,lat,long,state,area_km2,cause,sdoy,sday,smonth,syear,edoy,eday,emonth,eyear,report_length,costs,fatalities,home.destroyed,home.threat,max.aerial,tot.aerial,max.pers,tot.pers,max.agency.support
OR-WWF-000479,Stevens Fire Use,45.247222,-116.574444,OR,0.00809372,Lightning,241,28,8,2008,281,29,10,2008,40,500,0,0,0,0,0,0,0,0
PA-PAS-00001,Bull Run,41.732222,-77.644722,PA,15.44281776,Human,110,19,4,2008,113,22,4,2008,3,3e4,0,0,12,0,0,178,261,2
PA-PAS-00002,Quehanna Hwy,41.0225,-78.440278,PA,0.69201306,Unk,110,19,4,2008,114,23,4,2008,4,0,0,0,5,0,0,50,50,1
PA-PAS-021-004,Valley Road,40.131944,-78.093333,PA,0.00404686,Human,93,2,4,2008,93,2,4,2008,0,400,0,0,2,0,0,13,13,2
PA-PAS-021-010,Mountain Road,40.003333,-77.774722,PA,0.02832802,Human,109,18,4,2008,110,19,4,2008,1,0,1,0,1,0,0,25,50,1
PA-PAS-031001,Yoder,40.453056,-77.164167,PA,0.00404686,Human,108,17,4,2008,108,17,4,2008,0,5e3,0,0,0,0,0,35,35,2
PA-PAS-041-006,Fairhope Fire,39.847778,-78.805556,PA,1.9424928,Human,108,17,4,2008,108,17,4,2008,0,0,0,0,0,0,0,0,0,0
PA-PAS-051003,Saltillo,40.2025,-77.995556,PA,0.0202343,Human,106,15,4,2008,106,15,4,2008,0,0,0,0,3,0,0,54,54,2
PA-PAS-061-002,Plank Road,40.516944,-78.718611,PA,0.12949952,Human,90,30,3,2008,90,30,3,2008,0,0,0,0,0,0,0,28,28,2
PA-PAS-061-007,Church Street,40.542222,-79.151667,PA,0.00404686,Human,110,19,4,2008,110,19,4,2008,0,0,1,0,0,0,0,22,22,1
PA-PAS-071-002,West Hollow Road,40.813333,-76.982778,PA,0.00404686,Human,94,3,4,2008,94,3,4,2008,0,0,0,0,0,0,0,25,25,2
PA-PAS-09121,Loop Road,40.9625,-78.298056,PA,0.00404686,Human,106,15,4,2008,106,15,4,2008,0,0,0,0,0,0,0,26,26,2
PA-PAS-111-002,Freedom Road,41.013333,-75.943333,PA,0.00809372,Human,82,22,3,2008,82,22,3,2008,0,0,0,0,1,0,0,23,23,2
PA-PAS-111-CTY-0416,Old Turnpike Rd,41.055,-75.968333,PA,0.00404686,Human,107,16,4,2008,107,16,4,2008,0,0,0,0,1,0,0,26,26,2
PA-PAS-111-CTY-0419,Maple Tree Raod,41.333333,-76.111667,PA,0.00404686,Human,110,19,4,2008,110,19,4,2008,0,0,0,0,2,0,0,13,13,1
PA-PAS-111-CTY-0421,Boland Ave,41.228333,-75.918333,PA,0.00404686,Human,112,21,4,2008,112,21,4,2008,0,0,0,0,0,0,0,5,5,1
PA-PAS-141-002,Farnsworth,41.126111,-79.256111,PA,0.01214058,Human,110,19,4,2008,110,19,4,2008,0,0,0,0,0,0,0,17,17,3
PA-PAS-161014,Harer,41.588611,-77.040278,PA,0.1011715,Human,108,17,4,2008,108,17,4,2008,0,0,0,0,0,0,0,51,51,2
PA-PAS-181-014,Garrels,40.519444,-76.413889,PA,0.01214058,Human,86,26,3,2008,87,27,3,2008,1,0,0,0,0,0,0,12,24,2
PA-PAS-181-104,Fort Swartara,40.469167,-76.525,PA,0.00404686,Human,117,26,4,2008,117,26,4,2008,0,0,0,0,0,0,0,12,12,1
PA-PAS-181045,Horseshoe Trail Dr,40.259722,-76.481111,PA,0.00404686,Human,107,16,4,2008,107,16,4,2008,0,0,0,0,0,0,0,26,26,2
PA-PAS-19-,Goose Pond,41.250556,-75.217222,PA,1.821087,Unk,108,17,4,2008,114,23,4,2008,6,0,0,0,0,0,0,47,92,3
PA-PAS-201-006,MacGill,41.550278,-76.681667,PA,0.00809372,Human,107,16,4,2008,107,16,4,2008,0,0,0,0,1,0,0,18,18,2
SC-FMF-080567,Wild Wing,33.365556,-79.875278,SC,0.62,Human,107,16,4,2008,109,18,4,2008,2,25e3,0,0,0,0,0,10,23,2
SC-FMF-080571,Tater Hill,34.977778,-83.001389,SC,0.61,Lightning,177,25,6,2008,183,30,7,2008,6,25e3,0,0,0,0,0,10,36,3
SC-SCS-008FFZ43,Trio,33.616667,-79.7,SC,1.46496332,Human,71,11,3,2008,101,11,4,2008,30,0,0,0,0,0,0,10,10,2
SC-SCS-08FF0957,Brakefield,34.653889,-80.016667,SC,0.00809372,Human,29,29,1,2008,29,29,1,2008,0,0,0,0,0,0,0,5,5,2
SC-SCS-08FF1057,Choppee,33.721111,-79.3625,SC,1.011715,Human,40,9,2,2008,101,10,4,2008,61,0,0,0,0,0,0,27,54,2
SC-SCS-08FF1066,Boyd Evans,34.756111,-80.339444,SC,0.01618744,Human,41,10,2,2008,41,10,2,2008,0,0,0,0,0,0,0,24,24,2
SC-SCS-08FF1083,Duncan Road,34.761111,-80.412778,SC,0.00404686,Human,42,11,2,2008,42,11,2,2008,0,0,0,1,0,0,0,14,14,2
SC-SCS-08FF1102,Conway,33.916667,-79.033333,SC,0.9712464,Human,41,10,2,2008,41,10,2,2008,0,0,0,4,0,0,0,0,0,0
SC-SCS-08FF1103,Harold RMS,33.345278,-79.448889,SC,0.9105435,Human,41,10,2,2008,41,10,2,2008,0,0,0,0,0,0,0,22,22,2
SC-SCS-08FF1107,Hervert Wilson Road,34.1,-80.439167,SC,0.00809372,Human,43,12,2,2008,43,12,2,2008,0,0,0,0,0,0,0,17,17,2
SC-SCS-08FF1117,McKnight,33.908056,-79.696111,SC,0.00404686,Human,44,13,2,2008,44,13,2,2008,0,0,0,0,0,0,0,27,27,2
SC-SCS-08FF1144,Dayspring Road,34.465,-80.0975,SC,0.01618744,Human,51,20,2,2008,51,20,2,2008,0,0,0,1,15,0,0,35,35,2
SC-SCS-08FF1151,Brights Court,32.851111,-80.643889,SC,0.00809372,Human,51,20,2,2008,51,20,2,2008,0,0,0,0,0,0,0,27,27,2
SC-SCS-08FF1154,East Zion Road,33.952222,-79.542778,SC,0.00404686,Human,56,25,2,2008,56,25,2,2008,0,0,0,0,0,0,0,14,14,2
SC-SCS-08FF1194,Garrison Street,33.888056,-80.388333,SC,0.00404686,Human,62,2,3,2008,62,2,3,2008,0,0,0,0,0,0,0,11,11,2
SC-SCS-08FF1331,Red Mtn Timber,34.180833,-79.472222,SC,0.49,Human,79,19,3,2008,79,19,3,2008,0,0,0,0,0,0,0,57,57,2
SC-SCS-08FF1352,White Oak Road,33.681389,-79.686389,SC,0.59,Human,82,22,3,2008,84,24,3,2008,2,0,0,0,0,0,0,24,24,2
SC-SCS-08FF1362,Patty Road,33.820833,-79.773889,SC,0.00404686,Human,85,25,3,2008,85,25,3,2008,0,0,0,1,0,0,0,13,13,2
SC-SCS-08FF1435,Bakers Chapel Road,33.940556,-79.095,SC,0.61,Human,88,28,3,2008,92,1,4,2008,4,0,0,0,0,0,0,87,87,2
SC-SCS-08FF1812,Timothy Road,34.0825,-80.533889,SC,0.01011715,Human,170,18,6,2008,170,18,6,2008,0,0,0,0,0,0,0,6,6,2
SC-SCS-08FF1852,Hwy 97,34.516667,-80.85,SC,0.42087344,Lightning,175,23,6,2008,182,30,6,2008,7,0,0,0,0,0,0,9,9,1
SC-SCS-08NF0475,Longshore,34.7175,-82.861667,SC,0.00809372,Human,14,14,1,2008,14,14,1,2008,0,0,0,0,0,0,0,18,18,2
SC-SCS-08NF0477,Hudson,33.748056,-81.261389,SC,0.00809372,Human,15,15,1,2008,15,15,1,2008,0,0,0,0,0,0,0,21,21,2
SC-SCS-08NF0490,Taylor,35.049167,-82.792778,SC,0.0404686,Human,29,29,1,2008,29,29,1,2008,0,0,0,1,0,0,0,15,15,2
SC-SCS-08NF0531,Adriene Drive,34.171944,-80.865278,SC,0.01618744,Human,41,10,2,2008,41,10,2,2008,0,0,0,0,0,0,0,32,32,2
SC-SCS-08NF0534,Anderson Children,34.683333,-82.733333,SC,0.01618744,Human,41,10,2,2008,41,10,2,2008,0,0,0,0,0,0,0,13,13,2
SC-SCS-08NF0548,Cassidy Road,33.808333,-81.120278,SC,0.0404686,Human,41,10,2,2008,41,10,2,2008,0,0,0,0,0,0,0,27,27,2
SC-SCS-08NF0559,Wood Memorial Park,34.933333,-82.116667,SC,0.2832802,Human,41,10,2,2008,183,10,7,2008,142,0,0,0,10,0,0,99,190,2
SC-SCS-08NF0589,Anderson Road,34.8275,-80.935556,SC,0.00809372,Human,51,20,2,2008,51,20,2,2008,0,0,0,0,0,0,0,2,2,1
SC-SCS-08NF0601,Wilson,33.814167,-81.101944,SC,0.04451546,Human,60,29,2,2008,60,29,2,2008,0,0,0,1,5,0,0,24,24,2
SC-SCS-08NF0611,Testo Drive,33.8,-81.2,SC,0.01618744,Human,62,2,3,2008,62,2,3,2008,0,0,0,0,1,0,0,7,7,2
SC-SCS-08NF0616,McCords Ferry,34.0275,-80.704444,SC,0.00404686,Human,63,3,3,2008,63,3,3,2008,0,0,0,1,0,0,0,22,22,2
SC-SCS-08NF0735,Buttercup Trail,34.593889,-82.653889,SC,0.00404686,Human,117,26,4,2008,117,26,4,2008,0,0,0,0,0,0,0,11,11,2
SC-SCS-08NF0769,Old McGraw,34.02,-80.704167,SC,0.91459036,Human,138,17,5,2008,145,24,5,2008,7,0,0,0,0,0,0,39,39,2
SC-SCS-08NF0780,Laura Brodie Road,33.854722,-81.433889,SC,0.00404686,Human,147,26,5,2008,147,26,5,2008,0,0,0,0,1,0,0,21,21,2
SC-SCS-08NF0782,Jitterbug Lane,34.603056,-82.197778,SC,0.00404686,Human,148,27,5,2008,148,27,5,2008,0,0,0,0,0,0,0,16,16,2
SC-SCS-08NF0828,James Carver Road,34.652222,-82.968333,SC,0.00809372,Human,163,11,6,2008,164,12,6,2008,1,0,0,2,0,0,0,23,23,2
SC-SCS-08NF0856,Gilchrist Road,33.908889,-82.118333,SC,0.41,Lightning,163,11,6,2008,171,19,6,2008,8,0,0,0,0,0,0,21,21,2
SC-SCS-08NF0872,Highway 97,34.955278,-81.439722,SC,0.00404686,Human,171,19,6,2008,171,19,6,2008,0,0,0,0,0,0,0,13,13,2
SC-SCS-08NF0910,Plaxico Road,34.876389,-81.143611,SC,0.01214058,Human,179,27,6,2008,179,27,6,2008,0,0,0,1,0,0,0,24,24,2
SC-SCS-08NF0913,Oswald Camper,34.203056,-81.065556,SC,0.00404686,Human,180,28,6,2008,180,28,6,2008,0,0,0,0,0,0,0,14,14,2
SC-SCS-08WF0392,Palm Street,33.195278,-80.636111,SC,0.00404686,Human,28,28,1,2008,28,28,1,2008,0,0,0,1,0,0,0,13,13,2
SC-SCS-08WF0433,Berkeley207,33.1525,-80.113611,SC,0.00809372,Human,38,7,2,2008,38,7,2,2008,0,0,0,1,0,0,0,10,10,2
SC-SCS-08WF0488,Mattassee Lake #1,33.421111,-79.880833,SC,2.32,Human,40,9,2,2008,101,10,4,2008,61,0,0,0,0,0,0,4,8,1
SC-SCS-08WF0499,Mattassee Lake #2,33.448333,-79.899444,SC,0.404686,Human,41,10,2,2008,101,10,4,2008,60,0,0,0,0,0,0,2,2,1
SC-SCS-08WF0520,Coastal Community,33.151389,-81.098056,SC,0.0404686,Human,42,11,2,2008,42,11,2,2008,0,0,0,1,0,0,0,2,2,2
SC-SCS-08WF0555,Smetana,33.533333,-81.016667,SC,0.0202343,Human,48,17,2,2008,48,17,2,2008,0,0,0,0,0,0,0,6,6,2
SC-SCS-08WF0586,Daniel Island,33.069444,-80.109722,SC,0.81,Human,60,29,2,2008,60,29,2,2008,0,0,0,0,0,0,0,4,4,2
SC-SCS-08WF0601,White Hall Road,32.754722,-80.695,SC,0.00404686,Human,62,2,3,2008,62,2,3,2008,0,0,0,1,0,0,0,1,1,1
SC-SCS-08WF0626,Harper,32.761111,-81.3325,SC,1.40021356,Human,62,2,3,2008,63,3,3,2008,1,0,0,0,0,0,0,4,4,1
SC-SCS-08WF0664,PIneville Circle,33.429167,-80.093056,SC,0.1011715,Human,73,13,3,2008,73,13,3,2008,0,0,0,0,0,0,0,10,10,2
SC-SCS-08WF0762,Milford,33.368056,-79.893333,SC,0.03237488,Human,87,27,3,2008,87,27,3,2008,0,0,0,0,0,0,0,2,2,2
SC-SCS-08WF0806,Smoke,33.358333,-79.87,SC,0.4856232,Human,107,16,4,2008,107,16,4,2008,0,0,0,0,0,0,0,7,7,2
SC-SCS-08WF0822,Infinger,33.127778,-80.627222,SC,0.00404686,Human,109,18,4,2008,109,18,4,2008,0,0,0,0,0,0,0,2,2,2
SC-SCS-08WF0825,Charity Church,33.006667,-79.826667,SC,0.7,Human,109,18,4,2008,109,18,4,2008,0,0,0,0,0,0,0,12,12,2
SC-SCS-08WF0899,Mitchell Court,32.198056,-81.035833,SC,0.00404686,Human,144,23,5,2008,144,23,5,2008,0,0,0,0,0,0,0,3,3,2
SC-SCS-08WF0946,Fields Cementary Road,33.629722,-81.860278,SC,0.00404686,Lightning,162,10,6,2008,162,10,6,2008,0,0,0,0,0,0,0,2,2,2
SC-SCS-08WF0985,Lumber Road,33.0725,-80.885833,SC,0.01214058,Human,169,17,6,2008,169,17,6,2008,0,0,0,1,0,0,0,2,2,2
SC-SCS-09FF0092,Three Mile Branch Road,33.969444,-80.074444,SC,0.73,Lightning,213,31,7,2008,217,4,8,2008,4,0,0,0,0,0,0,17,17,2
SC-SCS-09FF0139,Ellison Hay Field,34.599444,-82.518333,SC,0.00404686,Human,255,11,9,2008,257,13,9,2008,2,0,0,0,0,0,0,31,31,2
SC-SCS-09FF0180,Pinner Place,33.588889,-81.891944,SC,0.01214058,Human,317,12,11,2008,317,12,11,2008,0,0,0,0,0,0,0,35,35,2
SC-SCS-09FF0215,Floyd Drive,33.889444,-80.370556,SC,0.00607029,Human,333,28,11,2008,333,28,11,2008,0,0,0,1,1,0,0,28,28,2
SC-SCS-09NF0178,Hester Store Road,34.904444,-82.563333,SC,0.00404686,Human,306,1,11,2008,306,1,11,2008,0,0,0,0,0,0,0,8,8,2
SC-SCS-09NF0181,Tashler Demondry,34.931111,-82.486389,SC,0.00404686,Human,309,4,11,2008,309,4,11,2008,0,0,0,0,0,0,0,16,16,2
SC-SCS-09WF0143,Mars Oldfield Lane,33.051667,-80.457222,SC,0.00404686,Human,328,23,11,2008,328,23,11,2008,0,0,0,1,0,0,0,14,14,2
SC-SCS-09WF0144,Solomon Lane,32.860833,-80.760833,SC,0.00404686,Human,328,23,11,2008,328,23,11,2008,0,0,0,1,0,0,0,1,1,1
SD-BKF-080239,FREELAND WELL,43.618889,-103.796667,SD,0.68,Unk,138,17,5,2008,140,19,5,2008,2,145e3,0,0,15,0,0,97,194,4
SD-SDS-080162,304 Avenue,45.623333,-100.11,SD,2.59,Human,106,15,4,2008,108,17,4,2008,2,0,0,0,0,0,0,0,0,0
SD-SDS-080215,Britton,45.895556,-97.799444,SD,2.630459,Unk,124,3,5,2008,126,5,5,2008,2,0,0,0,0,0,0,0,0,0
TN-CNF-080002,Parkway,35.824444,-83.207778,TN,1.94653966,Lightning,203,21,7,2008,228,28,8,2008,25,22e3,0,0,0,0,0,0,0,0
TN-CNF-080010,Thursday,36.469722,-82.1575,TN,1.0319493,Human,101,10,4,2008,107,16,4,2008,6,18e4,0,0,30,0,0,76,309,2
TN-CNF-080011,Lone Oak,36.266111,-82.363056,TN,6.07029,Unk,128,7,5,2008,133,12,5,2008,5,2e5,0,0,8,0,0,68,170,3
TN-CNF-080013,Old 15th,35.922778,-83.067222,TN,10.81,Lightning,234,21,8,2008,274,30,9,2008,40,258e3,0,0,10,0,0,75,498,3
TN-GSP-000003,Ogle Hollow,35.627778,-83.88,TN,1.36,Human,116,25,4,2008,136,30,5,2008,20,25e3,0,0,0,0,0,25,65,2
TN-GSP-08039,Mitchell Branch WFU,35.560278,-83.973333,TN,0.1416401,Lightning,185,3,7,2008,233,20,8,2008,48,6e4,0,0,0,0,0,4,4,1
TN-OWP-080003,Obed Junction,36.082778,-84.766111,TN,0.54227924,Unk,275,1,10,2008,281,7,10,2008,6,4e4,0,0,0,0,0,4,8,1
TN-TNS-008,Greasy Hollow Fire,35.808056,-87.713056,TN,0.6,Human,333,28,11,2008,343,8,12,2008,10,0,0,0,0,0,0,0,0,0
TN-TNS-10001,Doe Mtn Fire,36.4525,-81.800833,TN,1.0521836,Human,103,12,4,2008,105,14,4,2008,2,0,0,0,0,0,0,0,0,0
TN-TNS-10002,New Life,36.430278,-83.165833,TN,0.6474976,Human,103,12,4,2008,107,16,4,2008,4,0,0,0,3,0,0,0,0,0
TN-TNS-10003,CAMELOT FIRE,36.450556,-83.053889,TN,7.284348,Human,108,17,4,2008,122,24,5,2008,14,0,0,0,7,0,0,35,134,4
TN-TNS-10004,FIRE TOWER RD,36.425556,-81.883056,TN,0.65,Lightning,121,30,4,2008,126,5,5,2008,5,0,0,0,0,0,0,0,0,0
TN-TNS-D2S002,RED BUD CIRCLE,36.200556,-83.701389,TN,0.404686,Human,78,18,3,2008,108,17,4,2008,30,0,0,0,0,0,0,0,0,0
TN-TNS-D2S003,LOST BRANCH RD,35.769167,-83.6025,TN,0.4856232,Human,102,11,4,2008,108,17,4,2008,6,0,0,0,0,0,0,0,0,0
TN-TNS-D2S004,HWY 25,36.401389,-84.100833,TN,6.07433686,Human,107,16,4,2008,116,25,4,2008,9,0,0,0,0,0,0,12,12,1
TN-TNS-D2S005,GUM FORK RD,36.550556,-84.366944,TN,0.9307778,Human,107,16,4,2008,112,21,4,2008,5,0,0,0,0,0,0,8,8,1
TN-TNS-D2S006,JOHN HILL RD,36.251944,-84.701944,TN,0.404686,Human,109,18,4,2008,115,24,4,2008,6,0,0,0,0,0,0,0,0,0
TN-TNS-D2S007,HIGH CLIFF,36.583889,-84.0675,TN,2.63450586,Human,114,23,4,2008,120,29,4,2008,6,0,0,0,0,0,0,14,14,1
TN-TNS-D2S008,BLUFF MTN,35.785278,-83.685278,TN,1.214058,Lightning,166,14,6,2008,170,18,6,2008,4,0,0,0,0,0,0,0,0,1
TN-TNS-D2S009,ALLEGENEY LOOP RD,35.584444,-84.019167,TN,2.48477204,Lightning,176,24,6,2008,189,26,7,2008,13,0,0,0,1,0,0,26,38,1
TN-TNS-D2S010,ISLAND FORD RD,36.118889,-84.751944,TN,0.46134204,Human,175,23,6,2008,183,1,7,2008,8,0,0,0,0,0,0,0,0,0
TN-TNS-D2S011,POTTERS CHAPEL RD,36.069167,-84.7525,TN,0.61,Human,275,1,10,2008,280,6,10,2008,5,0,0,0,0,0,0,3,3,1
TN-TNS-D2S012,BULL FARM,36.283611,-84.801111,TN,1.56,Human,308,3,11,2008,312,7,11,2008,4,0,0,0,0,0,0,14,14,1
TN-TNS-D2S013,MUSE LN,36.333611,-84.116667,TN,0.61,Human,311,6,11,2008,315,10,11,2008,4,0,0,0,0,0,0,15,15,1
TN-TNS-D4001,Jet,36.306667,-84.823333,TN,1.22215172,Human,343,8,12,2008,350,15,12,2008,7,0,0,0,0,0,0,0,0,0
TN-TNS-D5S006,Gobbler Branch Road,35.202222,-88.063333,TN,1.58,Human,107,16,4,2008,115,24,4,2008,8,0,0,0,0,0,0,0,0,0
TN-TNS-D5S007,Balthrop Fire,36.082778,-87.5225,TN,0.01214058,Human,112,21,4,2008,115,24,4,2008,3,0,0,1,0,0,0,0,0,0
TX-BRR-,SKIP,29.029444,-95.320889,TX,4.04686,Human,102,11,4,2008,104,13,4,2008,2,6e3,0,0,0,0,0,16,16,2
TX-MCR-21525,WF High Land SE,29.561667,-94.373889,TX,3.24,Unk,195,13,7,2008,198,16,7,2008,3,8e3,0,0,0,0,0,5,7,2
TX-MCR-D9H7,WF UNIT 3-2008-1,29.658333,-94.131667,TX,12.95,Lightning,183,1,7,2008,184,2,7,2008,1,12e3,0,0,0,0,0,20,40,2
TX-RGR-D2RF,COTTAM COMPLEX,26.121667,-98.291389,TX,1.7806184,Unk,355,21,12,2007,6,6,1,2008,-349,6e4,0,0,2,0,0,33,33,2
TX-RGR-D2YT,TIO CANO LAKE,26.213611,-97.806667,TX,0.4856232,Human,8,8,1,2008,21,21,1,2008,13,15e3,0,0,10,0,0,32,92,3
TX-RGR-D47L,SABAL PALMS,25.858889,-97.4175,TX,0.69,Unk,101,10,4,2008,103,12,4,2008,2,25e3,0,0,20,0,0,42,84,3
TX-TMR-0000001,Smith Marsh 2008,28.831111,-95.571667,TX,7.21150452,Lightning,173,21,6,2008,178,26,6,2008,5,8e3,0,0,0,0,0,21,91,1
TX-TMR-000002,Cow Trap 2008,28.830556,-95.558056,TX,10.85367852,Lightning,173,21,6,2008,178,26,6,2008,5,13e3,0,0,0,0,0,17,68,1
TX-TXF-080031,7 DAY FIRE,31.1725,-95.190833,TX,0.51,Lightning,183,1,7,2008,187,5,7,2008,4,4e3,0,0,1,0,0,6,24,1
TX-TXF-087010,Poy Boy ll,31.197222,-93.834167,TX,0.73,Human,89,29,3,2008,91,31,3,2008,2,6e3,0,0,0,0,0,10,20,2
TX-TXS-088013,CR 315,26.914167,-98.299722,TX,1.62,Human,1,1,1,2008,3,3,1,2008,2,0,0,0,0,0,0,31,31,2
TX-TXS-307,Sharpeye,32.745556,-98.721111,TX,4.05,Lightning,216,3,8,2008,230,17,8,2008,14,0,0,0,0,0,0,54,332,5
TX-TXS-8217,Cawley,30.755,-100.446667,TX,1.821087,Unk,156,4,6,2008,159,7,6,2008,3,0,0,0,0,0,0,5,10,1
TX-TXS-88012,Art,30.773889,-99.111389,TX,11.331208,Human,365,31,12,2007,4,4,1,2008,-361,0,0,0,7,0,0,97,108,3
TX-TXS-88014,Plummer Ranch,28.43,-97.418333,TX,2.832802,Human,2,2,1,2008,4,4,1,2008,2,0,0,0,2,0,0,43,43,2
TX-TXS-88015,Rocky Ford Ranch,30.62,-100.43,TX,7.77,Human,3,3,1,2008,7,7,1,2008,4,0,0,0,1,0,0,25,25,2
TX-TXS-88016,Antelope,35.645833,-101.559722,TX,10.93,Human,5,5,1,2008,10,10,1,2008,5,0,0,0,6,0,0,46,81,3
TX-TXS-88017,Rosita Cut-Off,27.694167,-98.384444,TX,4.05,Human,10,10,1,2008,12,12,1,2008,2,0,0,0,4,0,0,19,38,2
TX-TXS-88018,Screw Bean Draw,31.820833,-104.021667,TX,5.51991704,Human,11,11,1,2008,16,16,1,2008,5,0,0,0,1,0,0,21,42,3
TX-TXS-88019,Hallsell Ranch,32.034444,-98.302222,TX,1.7603841,Human,12,12,1,2008,16,16,1,2008,4,0,0,0,0,0,0,46,92,2
TX-TXS-88020,Wild Road,29.289167,-97.370278,TX,2.01128942,Human,12,12,1,2008,16,16,1,2008,4,0,0,0,2,0,0,36,36,2
TX-TXS-88021,Manor Hacienda,38.331111,-99.149722,TX,1.62,Human,27,27,1,2008,30,30,1,2008,3,0,0,0,3,0,0,24,72,3
TX-TXS-88022,Union Hill,32.391944,-99.455,TX,5.95,Human,29,29,1,2008,32,31,2,2008,3,0,0,1,80,0,0,91,364,2
TX-TXS-88023,Conroe #17,31.075,-95.328889,TX,0.607029,Human,29,29,1,2008,32,31,2,2008,3,0,0,0,0,0,0,13,52,2
TX-TXS-88024,285 Fire,27.264722,-98.515,TX,48.56232,Human,29,29,1,2008,32,31,2,2008,3,0,0,0,1,0,0,65,247,3
TX-TXS-88025,Paradise,33.153611,-97.684444,TX,2.5899904,Human,29,29,1,2008,32,31,2,2008,3,0,0,16,30,0,0,108,432,2
TX-TXS-88026,Markum Ranch,32.683333,-97.975278,TX,8.09372,Human,29,29,1,2008,31,31,1,2008,2,0,0,0,35,0,0,95,349,3
TX-TXS-88027,CR 208,30.95,-98.033333,TX,8.52268716,Human,28,28,1,2008,30,30,1,2008,2,0,0,0,5,0,0,100,200,2
TX-TXS-88028,Bertram,30.790278,-97.975278,TX,4.04686,Human,29,29,1,2008,30,30,1,2008,1,0,0,0,4,0,0,59,118,3
TX-TXS-88029,Maryneal,32.233333,-100.45,TX,0.66,Human,29,29,1,2008,32,31,2,2008,3,0,0,0,20,0,0,49,196,2
TX-TXS-88030,Yates Ranch,32.433333,-99.533333,TX,2.45,Human,30,30,1,2008,35,31,2,2008,5,0,0,0,1,0,0,66,264,2
TX-TXS-88031,Callisburg,33.732222,-98.528333,TX,8.09372,Human,30,30,1,2008,32,30,2,2008,2,0,0,0,5,0,0,60,168,2
TX-TXS-88032,S&S,33.206389,-98.528333,TX,10.521836,Human,30,30,1,2008,32,31,2,2008,2,0,0,0,5,0,0,52,156,2
TX-TXS-88033,Novice,31.95,-99.633333,TX,1.618744,Human,31,31,1,2008,47,31,2,2008,16,0,0,0,4,0,0,15,30,2
TX-TXS-88034,Wolf,31.683333,-103.033333,TX,4.55,Human,31,31,1,2008,32,31,2,2008,1,0,0,0,0,0,0,37,74,2
TX-TXS-88035,Tower Road,28.809167,-97.249167,TX,6.474976,Human,31,31,1,2008,32,31,2,2008,1,0,0,0,42,0,0,96,192,4
TX-TXS-88036,Jones Ranch,26.856667,-98.661944,TX,25.9,Human,31,31,1,2008,33,31,2,2008,2,0,0,0,5,0,0,57,171,3
TX-TXS-88037,Kerr County Complex,30.138333,-99.313333,TX,12.7,Human,31,31,1,2008,34,31,2,2008,3,0,0,3,192,0,0,196,784,3
TX-TXS-88038,Priddy,31.7,-98.566667,TX,7.284348,Human,32,1,2,2008,34,3,2,2008,2,0,0,0,10,0,0,62,128,3
TX-TXS-88039,County Road 107,32.507778,-100.167778,TX,1.214058,Human,32,1,2,2008,33,2,2,2008,1,0,0,0,5,0,0,42,84,2
TX-TXS-88040,San Juan,26.596667,-98.011111,TX,7.284348,Human,32,1,2,2008,38,7,2,2008,6,0,0,0,10,0,0,46,184,2
TX-TXS-88041,Cotulla,28.516667,-99.3,TX,77.8615864,Human,31,31,1,2008,38,7,2,2008,7,0,0,7,70,0,0,83,332,2
TX-TXS-88042,Kuykendall Ranch,30.883333,-97.566667,TX,1.214058,Human,33,2,2,2008,34,3,2,2008,1,0,0,0,0,0,0,23,46,1
TX-TXS-88043,Powers,32.443333,-102.156667,TX,9.0649664,Human,34,3,2,2008,38,7,2,2008,4,0,0,0,3,0,0,34,102,2
TX-TXS-88044,Cottonfield,32.081389,-101.796389,TX,2.64,Human,35,4,2,2008,43,12,2,2008,8,0,0,0,1,0,0,28,56,2
TX-TXS-88045,Blakely,33.771111,-97.378056,TX,0.81,Human,35,4,2,2008,43,12,2,2008,8,0,0,0,4,0,0,0,0,0
TX-TXS-88046,Mesquite Grove,33.156389,-101.650278,TX,12.95,Human,35,4,2,2008,38,7,2,2008,3,0,0,0,0,0,0,10,20,1
TX-TXS-88047,Briggs,30.743333,-100.596389,TX,8.5,Human,35,4,2,2008,38,7,2,2008,3,0,0,0,1,0,0,10,23,2
TX-TXS-88048,Crane,30.665556,-100.259444,TX,1.62,Lightning,36,5,2,2008,36,5,2,2008,0,0,0,0,0,0,0,22,22,3
TX-TXS-88049,San Rafael Ranch,26.796111,-98.512778,TX,9.31,Unk,36,5,2,2008,38,7,2,2008,2,0,0,0,0,0,0,0,0,0
TX-TXS-88050,Hackley,33.166389,-98.190556,TX,2.02343,Human,37,6,2,2008,40,9,2,2008,3,0,0,0,1,0,0,8,22,2
TX-TXS-88051,Laureles,27.586667,-97.416111,TX,12.14058,Human,37,6,2,2008,40,9,2,2008,3,0,0,0,2,0,0,16,32,2
TX-TXS-88052,Texas Winter Fires 2008,0,0,TX,89.58533982,Unk,28,28,1,2008,234,31,8,2008,206,77648139,0,8,270,0,0,509,65956,10
TX-TXS-88053,Old West,27.213333,-98.025833,TX,1.2949952,Unk,38,7,2,2008,41,10,2,2008,3,0,0,0,0,0,0,13,13,2
TX-TXS-88054,Chevron,32.2075,-102.218889,TX,36.11417864,Human,39,8,2,2008,45,14,2,2008,6,0,0,0,200,0,0,14,14,3
